,scientific_name,review,database_id,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
200,Pleurothallis triflora,deleted,SPECIESLINKS_89643,-27.9617,-48.683601,3282,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Lindley,Bom Retiro.,Brasil,Brasil,NA,6,1973,PreservedSpecimen,UFSC,FLOR,3282,763,"Bresolin, A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.909,2,159427,Pleurothallis biflora,H.Focke,Species,Synonym,NA,202464-2,208383,7,1,0,Fuzzy match rejected
201,Pleurothallis virens,deleted,GBIF_212700,5.061389,-74.029722,1844907784,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,SPECIES,Lindl.,La Caldera.,NA,CO,3000,5,1942,PRESERVED_SPECIMEN,Universidad Nacional de Colombia (UNAL),COL,107854,1114,Gustavo Huertas G;L. A. Camargo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.773,5,159889,Pleurothallis farinosa,Pabst,Species,Synonym,NA,202797-2,217563,6,-1,0,Fuzzy match rejected
202,Pleurothallis vonderana,deleted,SPECIESLINKS_25918,-25.305599,-49.055302,115318,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Rchb.,"Campina Grande do Sul, arredores.",Brasil,Brasil,NA,2,1987,PreservedSpecimen,MBM,MBM,115318,333,"Paciornik, EF; Oliveira, PI",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,160997,Pleurothallis sonderiana,Rchb.f.,Species,Synonym,TRUE,203596-2,217617,2,4,0,Fuzzy match rejected
203,Pleurothallis welsii-windischii,accepted,SPECIESLINKS_97278,-12.7719,-39.5233,63856,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Pabst,Serra da Gibóia.,Brasil,Brasil,NA,1,1977,PreservedSpecimen,UERJ,HB,63856,628,R.W. Windisch; A. de Ghillany,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.879,4,161270,Pleurothallis welsiae-windischiae,Pabst,Species,Synonym,TRUE,203788-2,217634,0,5,0,Fuzzy match rejected
204,Pleurothallis ypirangana,accepted,SPECIESLINKS_26865,-25.4417,-49.063301,29944,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Krzl.,Campininha.,Brasil,Brasil,NA,8,1952,PreservedSpecimen,MBM,MBM,29944,2705,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.917,2,160145,Pleurothallis ipyrangana,Schltr.,Species,Accepted,NA,202988-2,160145,5,1,0,Fuzzy match rejected
205,Pleurothallis zappii,deleted,SPECIESLINKS_17601,-20.3633,-40.659199,63561,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Pabst,NA,Brasil,Brasil,NA,8,1976,PreservedSpecimen,UERJ,HB,63561,553,R.A. Kautsky; L. Zappi; Colnago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,160090,Pleurothallis hoppii,Schltr.,Species,Synonym,NA,202947-2,159988,6,1,0,Fuzzy match rejected
206,Pleutothallis sonderana,accepted,SPECIESLINKS_10205,-26.1064,-50.322201,105980,Plantae,NA,NA,NA,Orchidaceae,Pleutothallis,NA,NA,NA,Brasil,Brasil,NA,6,2008,PreservedSpecimen,ESALQ,ESA,105980,1818,"Gasper, A.L.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,160997,Pleurothallis sonderiana,Rchb.f.,Species,Synonym,TRUE,203596-2,217617,7,-1,0,Fuzzy match rejected
207,Pogonopsis schenkii,accepted,SPECIESLINKS_107407,-20.263901,-40.419998,94748,Plantae,NA,NA,NA,Orchidaceae,Pogonopsis,NA,NA,Reserva Biológica Duas Bocas.,Brasil,Brasil,NA,2,2008,PreservedSpecimen,UFPR,UPCB,94748,5034,"Forzza, R.C.; Fraga, C.N. | Kollmann, L. | Labiak, P.H. | Amorim, A.M. | Paixão, J.L.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.905,2,162050,Pogoniopsis schenckii,Cogn.,Species,Accepted,NA,654181-1,162050,5,-1,0,Fuzzy match rejected
208,Polyscias concreta,deleted,SPECIESLINKS_3187,-14.499722,-39.115,106908,Plantae,NA,NA,NA,Orchidaceae,Polyscias,NA,NA,Estrada de Serra Grande para Uruçuca. Mata da torre do celular. Área do inventário do plano de manejo do Parque Estadual Serra do Condurú.,Brasil,Brasil,NA,12,2004,PreservedSpecimen,CEPLAC,CEPEC,106908,4511,"Amorim, A. M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.778,4,463956,Polyscias compacta,Lowry & G.M.Plunkett,Species,Accepted,NA,77107110-1,463956,20,-1,0,Fuzzy match rejected
209,Polystachya aphthosa,deleted,SPECIESLINKS_84455,-24.52,-48.099998,095225,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Polystachya,NA,NA,NA,Brasil,Brasil,NA,3,2005,PreservedSpecimen,ESALQ,ESA,095225,77,"Braidotti, J.C. et al.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.773,5,162716,Polystachya caespitosa,Barb.Rodr.,Species,Accepted,NA,654248-1,162716,10,-1,0,Fuzzy match rejected
210,Polystachya glumacea,deleted,SPECIESLINKS_10758,-23.870001,-47.990002,079843,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Polystachya,NA,(Lindl.) W. E. Higgins,BLOQUEADO,Brasil,Brasil,NA,4,2002,PreservedSpecimen,ESALQ,ESA,079843,375,"Gomes, S.M.; Antunes, R.M.; Brochado, P.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.8,4,162747,Polystachya coriacea,Rolfe,Species,Synonym,NA,654278-1,162818,21,1,0,Fuzzy match rejected
211,Polystachya reekmansii,deleted,RAINBIO_15540,-3.21667,29.55,1161145,NA,Magnoliophyta,NA,Asparagales,Orchidaceae,Polystachya,ESP,NA,NA,Burundi,BDI,NA,NA,without-year,PreservedSpecimen,BR,NA,BR0000090036347BGB384311,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.773,5,162857,Polystachya juergensii,Schltr.,Species,Synonym,NA,207900-2,162716,7,-1,0,Fuzzy match rejected
212,Prescotia stachyoides,accepted,SPECIESLINKS_67006,-10.4319445,-75.4563888,103432262,Plantae,NA,NA,NA,Orchidaceae,Prescotia,NA,Lindl.,Distrito Huancabamba. Parque Nacional Yanachaga Chemillén. Sector San Daniel.,Peru,Peru,NA,6,2023,PreservedSpecimen,HOXA,MO-DUPLICATES,103432262,48009,Rodolfo Vásquez|Rocío Rojas|Luis Valenzuela G.|Jaime Flores,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,165259,Prescottia stachyodes,(Sw.) Lindl.,Species,Accepted,NA,1074522-2,165259,6,6,0,Fuzzy match rejected
213,Prescottia teres,deleted,SPECIESLINKS_89749,-27.2414,-48.633598,8269,Plantae,NA,NA,NA,Orchidaceae,Prescottia,NA,(Roxb.) Lindl.,NA,Brasil,Brasil,NA,9,1975,PreservedSpecimen,UFSC,FLOR,8269,21,"Reis, A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.824,3,165261,Prescottia tenuis,Lindl.,Species,Synonym,NA,655029-1,165239,8,6,0,Fuzzy match rejected
214,Promenaea xantina,accepted,SPECIESLINKS_10486,-23.07,-44.959999,035936,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Promenaea,NA,Lindl.,NA,Brasil,Brasil,NA,NA,1996,PreservedSpecimen,ESALQ,ESA,035936,977,"Souza, J.P. et al.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,165661,Promenaea xanthina,(Lindl.) Lindl.,Species,Synonym,TRUE,655073-1,3295059,9,6,0,Fuzzy match rejected
215,Prosthechea alagoensis f.alba,accepted,SPECIESLINKS_4885,-9.432231,-36.506481,65037,Plantae,NA,NA,NA,Orchidaceae,Prosthechea,NA,"Brito, Ralf-Neto & Holanda",NA,Brasil,Brasil,NA,11,2015,PreservedSpecimen,IMA,MAC,65037,16,G.Tenório; V.Brito; F.R.Neto,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.759,7,165792,Prosthechea alagoensis,(Pabst) W.E.Higgins,Species,Accepted,NA,1001228-1,165792,24,1,0,Fuzzy match rejected
216,Prosthechea fraemula,deleted,SPECIESLINKS_497,-14.333333,-39.383333,56488,Plantae,NA,NA,NA,Orchidaceae,Prosthechea,NA,NA,11.2Km ao W BR-101 e Aurelino Leal Rod. p/ /Lage do Rio Branco.,Brasil,Brasil,NA,12,2011,PreservedSpecimen,CEPLAC,CEPEC,56488,9093,W. W. Thomas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,165791,Prosthechea aemula,(Lindl.) W.E.Higgins,Species,Accepted,NA,1001227-1,165791,20,-1,0,Fuzzy match rejected
217,Prosthechea mosenii,deleted,SPECIESLINKS_10169,-13.0053,-41.3708,092003,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Prosthechea,NA,(Pabst) W.E. Higgins,NA,Brasil,Brasil,NA,1,1984,PreservedSpecimen,ESALQ,ESA,092003,47257,"Hatschbach, G.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,165858,Prosthechea moojenii,(Pabst) W.E.Higgins,Species,Accepted,NA,1001277-1,165858,1,12,0,Fuzzy match rejected
218,Pseudoeuristylis cogniauxiana,deleted,SPECIESLINKS_26406,-25.4769,-48.8344,50065,Plantae,NA,NA,NA,Orchidaceae,Pseudoeuristylis,NA,(Kraenzl.) Schltdl.,Morro Sete.,Brasil,Brasil,NA,11,1964,PreservedSpecimen,MBM,MBM,50065,11909,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.828,5,166287,Pseudoeurystyles cogniauxii,(Kraenzl.) Hoehne,Species,Synonym,TRUE,211349-2,82973,8,11,0,Fuzzy match rejected
219,Pseudolaelia minasgeraiensis,deleted,SPECIESLINKS_124913,-19.9594,-43.415298,156206,Plantae,Liliopsida,NA,NA,Orchidaceae,Pseudolaelia,NA,Pabst,Serra do Caraça,Brasil,Brasil,NA,9,1990,PreservedSpecimen,UNICAMP,UEC,156206,s.n.,"Stehmann, JR; Tameirão Neto, E",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.786,6,166337,Pseudolaelia geraensis,Pabst,Species,Accepted,NA,211397-2,166337,0,5,0,Fuzzy match rejected
220,Quekettia theraziae,accepted,SPECIESLINKS_128130,-21.7642,-43.3503,44763,Plantae,NA,NA,NA,Orchidaceae,Quekettia,NA,Cogn.,NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,MN,R,44763,without-number,"Hoehne, F.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.842,3,171383,Quekettia theresae,(Barb.Rodr.) Cogn.,Species,Synonym,TRUE,215467-2,33949,13,5,0,Fuzzy match rejected
221,Reichembachantus reflexus,accepted,SPECIESLINKS_117082,-24.5,-48.84,73076,Plantae,NA,NA,NA,Orchidaceae,Reichembachantus,NA,(Lindl.) C.Porto & Brade,P.E. Turístico Alto Ribeira (PETAR).,Brasil,Brasil,NA,9,2011,PreservedSpecimen,UFPR,UPCB,73076,158,"Soller, A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.923,2,177080,Reichenbachanthus reflexus,(Lindl.) Porto & Brade,Species,Synonym,TRUE,218437-2,186795,2,13,0,Fuzzy match rejected
222,Rodriguezia handroi,accepted,SPECIESLINKS_2954,-15.391667,-39.565278,123014,Plantae,NA,NA,NA,Orchidaceae,Rodriguezia,NA,NA,Serra Bonita. Trilha da Bapeba,Brasil,Brasil,NA,7,2008,PreservedSpecimen,CEPLAC,CEPEC,123014,283,"Perdiz, R. de O.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.864,3,179298,Rodrigueziella handroi,(Hoehne) Pabst,Species,Synonym,TRUE,221633-2,91276,14,-1,0,Fuzzy match rejected
223,Rodrigueziopsis dentherosepala,deleted,SPECIESLINKS_34569,-27.6453,-48.667801,2634,Plantae,NA,NA,NA,Orchidaceae,Rodrigueziopsis,NA,Barb.Rodr.,Morro do Cambirela.,Brasil,Brasil,NA,11,1972,PreservedSpecimen,UFSC,FLOR,2634,10092,"Klein, R.M.; Bresolin, A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.903,3,179304,Rodrigueziopsis eleutherosepala,(Barb.Rodr.) Schltr.,Species,Synonym,TRUE,221638-2,457692,10,8,0,Fuzzy match rejected
224,Rodrigueziopsis gomezoides,accepted,SPECIESLINKS_12940,-25.365601,-49.0769,US 2564296,Plantae,NA,NA,NA,Orchidaceae,Rodrigueziopsis,NA,NA,NA,Brasil,Brasil,NA,1,1967,PreservedSpecimen,US,US,US 2564296,15682,G. Hatschbach & H. Haas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.808,5,179297,Rodrigueziella gomezoides,(Barb.Rodr.) Berman,Species,Synonym,TRUE,221632-2,91274,19,-1,0,Fuzzy match rejected
225,Rodrigueziopsis microphyta,accepted,SPECIESLINKS_60094,-10.8339,-52.8731,V0447089F,Plantae,Spermatophyta,NA,NA,Orchidaceae,Rodrigueziopsis,NA,NA,Brazil,Brasil,Brasil,NA,2,1912,PreservedSpecimen,F,F-SEEDPLANTS,V0447089F,13879,P. Dusén,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.926,2,179305,Rodrigueziopsis microphyton,(Barb.Rodr.) Schltr.,Species,Synonym,TRUE,221639-2,457728,20,-1,0,Fuzzy match rejected
226,Sanderella acaulis,deleted,SPECIESLINKS_120191,-14.7889,-39.0494,179490,Plantae,NA,NA,NA,Orchidaceae,Sanderella,NA,(Sm.) Schltr.,"Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus/Itabuna (BR 415)",Brasil,Brasil,NA,8,1981,PreservedSpecimen,IBt,SP,179490,3631,"Santos, TS",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.778,4,3028578,Sonerila acaulis,Bedd.,Species,Synonym,NA,575692-1,3022262,12,1,0,Fuzzy match rejected
227,Sanderella riograndense,accepted,SPECIESLINKS_18366,-25.5478,-54.5881,15035,Plantae,NA,NA,NA,Orchidaceae,Sanderella,NA,Dutra ex Pabst,Parque Nacional do Iguaçu.,Brasil,Brasil,NA,5,2010,PreservedSpecimen,UNIVILLE,JOI,15035,1218,"Mancinelli, W.S.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,184213,Sanderella riograndensis,Dutra,Species,Accepted,NA,227349-2,184213,9,4,0,Fuzzy match rejected
228,Sarcoglottis emarginata,accepted,SPECIESLINKS_97619,-8.28667,-35.035,6890,Plantae,NA,NA,NA,Orchidaceae,Sarcoglottis,NA,(Garay) Dressler,Mata litorânea.,Brasil,Brasil,NA,NA,1986,PreservedSpecimen,UFPE,UFP,6890,s.n.,"Silva, M",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,4,262813,Scaphyglottis emarginata,(Garay) Dressler,Species,Accepted,NA,1068134-2,262813,0,16,0,Fuzzy match rejected
229,Sarcoglottis grandifolia,accepted,SPECIESLINKS_98402,-7.83417,-34.906399,99139,Plantae,NA,NA,NA,Orchidaceae,Sarcoglottis,NA,(Lindl) Klotzsch,REBIO Charles Darwin,Brasil,Brasil,NA,8,2024,PreservedSpecimen,UFPE,UFP,99139,123,"Carvalho, T; Lombo-Sanchez, YJ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.88,3,193245,Spathoglottis grandifolia,Schltr.,Species,Synonym,NA,658048-1,193276,14,1,0,Fuzzy match rejected
230,Sarcoglottis motensis,deleted,SPECIESLINKS_9938,-7.26666667,-60.4,60822,Plantae,NA,NA,NA,Orchidaceae,Sarcoglottis,NA,Braga,"Nova Prainha, RADAM/BRASIL, SB-20-ZD",Brasil,Brasil,NA,7,1976,PreservedSpecimen,INPA,INPA,60822,without-number,"Mota, CDA da",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,461858,Sarcoglottis maroaensis,G.A.Romero & Carnevali,Species,Accepted,NA,77106568-1,461858,19,1,0,Fuzzy match rejected
231,Sarcoglottis prolifera,accepted,SPECIESLINKS_83421,-15.866667,-47.85,3257,Plantae,Monocotyledon,NA,NA,Orchidaceae,Sarcoglottis,NA,(R.Br.) Cogn.,"Estação Ecológica do Jardim Botânico de Brasília, Córrego Cabeça de Veado",Brasil,Brasil,NA,3,1979,PreservedSpecimen,JBB,HEPH,3257,404,"Bianchetti, LB",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.826,4,186788,Scaphyglottis prolifera,(R.Br.) Cogn.,Species,Accepted,NA,228831-2,186788,0,13,0,Fuzzy match rejected
232,Sarcoglottis reflexa,accepted,SPECIESLINKS_119069,-2.88,-52.009998,194969,Plantae,Monocotiledônea,NA,NA,Orchidaceae,Sarcoglottis,NA,Lindl.,Sitio Canais e Diques,Brasil,Brasil,NA,5,2013,PreservedSpecimen,EAO,IAN,194969,1220,"Santos, RB",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.81,4,186795,Scaphyglottis reflexa,Lindl.,Species,Accepted,NA,228839-2,186795,0,6,0,Fuzzy match rejected
233,Sarcoglottis stellata,deleted,SPECIESLINKS_119072,-2.88,-52.009998,194863,Plantae,Monocotiledônea,NA,NA,Orchidaceae,Sarcoglottis,NA,Lodd. ex Lindl.,Sítio Canais e Diques; Leste Oeste (UTM: 9636433N/ 400720E).,Brasil,Brasil,NA,7,2012,PreservedSpecimen,EAO,IAN,194863,541,"Raul, FA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,3,185246,Sarcoglottis velata,(B.L.Rob. & Fernald) Conz.,Species,Synonym,TRUE,227773-2,56895,20,2,0,Fuzzy match rejected
234,Scaphyglottis acaulis,deleted,SPECIESLINKS_116766,-9.2719445,-64.3936111,7417,Plantae,NA,NA,NA,Orchidaceae,Scaphyglottis,NA,(Sm.) Schltr.,"Margem direita do rio Jaci Paraná (linha de transm, Mata seca. Relevo acidentado. Solo argiloso.",Brasil,Brasil,NA,8,2012,PreservedSpecimen,UNIR,RON,7417,16264,"Pereira-Silva, G; G; Santos, AJB; Rocha, GPE & Pereira, JBSantos, AJB; Rocha, GPE & Pereira, JB",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.818,4,186750,Scaphyglottis gracilis,(Schltr.) Schltr.,Species,Synonym,NA,657248-1,186788,5,10,0,Fuzzy match rejected
235,Sigmatostalix pachytyla,deleted,GBIF_421971,-10.2,-75.23333,1261364573,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,SPECIES,D.E. Benn. & Christenson,"Palcazu valley, Cabeza de Mono, 5-6km west of Iscosacin Disturbed primary forest, secondary forest and pasture edge on lower river terrace.",NA,PE,325,4,1983,PRESERVED_SPECIMEN,MO,Tropicos,648983,3834,David N. Smith,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.783,5,192272,Sigmatostalix picta,Rchb.f.,Species,Synonym,NA,657813-1,458679,23,1,0,Fuzzy match rejected
236,Sophronites withigiana,accepted,SPECIESLINKS_22941,-18.465799,-43.306702,22857,Plantae,NA,NA,NA,Orchidaceae,Sophronites,NA,Rodr.,Pico Itambé.,Brasil,Brasil,NA,8,1972,PreservedSpecimen,MBM,MBM,22857,s.n.,"Pabst, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,193086,Sophronitis wittigiana,Barb.Rodr.,Species,Synonym,TRUE,322410-2,374524,5,5,0,Fuzzy match rejected
237,Specklinia gomes-ferreiraei,accepted,SPECIESLINKS_100875,-8.68333,-35.591702,7099,Plantae,NA,NA,NA,Orchidaceae,Specklinia,NA,(Pabst) Luer,Brejo,Brasil,Brasil,NA,NA,1979,PreservedSpecimen,UFPE,UFP,7099,s.n.,"Severino """"parasita""""",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.893,3,266363,Specklinia gomesii-ferreirae,(Pabst) Luer,Species,Synonym,TRUE,60436975-2,548503,0,12,0,Fuzzy match rejected
238,Spidogyne kuczynskii,accepted,SPECIESLINKS_124422,-23.9161,-51.979198,50853,Plantae,Angiosperma,NA,NA,Orchidaceae,Spidogyne,NA,(Porsh) Garay,Parque Estadual Vila Rica Do Espírito Santo,Brasil,Brasil,NA,10,1998,PreservedSpecimen,UFJF,CESJ,50853,2562,J.M. Silva,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,17206,Aspidogyne kuczynskii,(Porsch) Garay,Species,Synonym,TRUE,21913-2,3292897,1,8,0,Fuzzy match rejected
239,Stanhopea haseloviana,accepted,GBIF_607655,-9.1839,-74.14,1823459478,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stanhopea,SPECIES,NA,Perú,NA,PE,NA,10,1933,PRESERVED_SPECIMEN,F,Botany,V0450294F,0.23,G. Klug,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.909,2,196109,Stanhopea haseloffiana,Rchb.f.,Species,Accepted,NA,322930-2,196109,7,-1,0,Fuzzy match rejected
