"Species","Group","Stat","P_value","IndVal_diff","Count_Group_1","Count_Group_2","Count_Group_3","Count_Group_4","Count_Group_5","Count_Group_6","Perc_Group_1","Perc_Group_2","Perc_Group_3","Perc_Group_4","Perc_Group_5","Perc_Group_6","Total_Occurrences","Max_Percentage"
"Epidendrum paniculosum","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum parvilabre","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum peraltum","5",0.102814515144083,0.036,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum pittieri","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum porquerense","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum quitensium","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum recurvitepalostachyum","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum restrepoanum","5",0.102814515144083,0.038,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum rostrigerum","5",0.102814515144083,0.043,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum scharfii","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum selaginella","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum sophronitis","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum splendens","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum tenuicaule","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum tolimense","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum umbelliferum","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum williamsii","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum wrightii","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Epidendrum zipaquiranum","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Espinhassoa glaziovii","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Fernandezia gracillima","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Fernandezia hagsateri","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Fernandezia parvifolia","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Galeandra dives","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Galeandra junceaoides","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Galeandra lagoensis","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Galeottia fimbriata","5",0.102814515144083,0.043,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa cogniauxiana","5",0.102814515144083,0.06,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa doniana","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa gracilis","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa majevskyae","5",0.102814515144083,0.061,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa paranaensis","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomesa viperina","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomphichis bogotensis","5",0.102814515144083,0.042,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomphichis crassilabia","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gomphichis macbridei","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gongora atropurpurea","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Gongora gibba","5",0.102814515144083,0.059,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Govenia bella","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Govenia matudae","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Govenia praecox","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Grobya fascifera","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Guanchezia maguirei","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Guarianthe hennisiana","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria agapitae","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria amalfitana","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria aricaensis","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria avicula","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria cultellifolia","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria gustavo-edwallii","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria itatiayae","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria megapotamensis","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria parvidens","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria polycarpa","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria pseudohamata","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria pumiloides","5",0.102814515144083,0.039,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria speciosa","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria tetranema","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Habenaria tuerckheimii","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Helleriella nicaraguensis","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Houlletia sanderi","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Huntleya lucida","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Kefersteinia lactea","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Kefersteinia mystacina","5",0.102814515144083,0.041,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Kefersteinia tolimensis","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Laelia lueddemannii","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Laelia splendida","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Laelia weberbaueriana","5",0.102814515144083,0.058,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Leochilus carinatus","5",0.102814515144083,0.062,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Leochilus leochilinus","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes appendiculata","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes avis","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes blepharistes","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes confusa","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes cornualis","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes deleastes","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes edwardsii","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes eximia","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes guatemalensis","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes hexapus","5",0.102814515144083,0.038,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes hirtzii","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes orchestris","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes pteropogon","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes samacensis","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthes tenuiloba","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthopsis apoda","5",0.102814515144083,0.043,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lepanthopsis vinacea","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Liparis fantastica","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Liparis ramosa","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lockhartia chocoensis","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lockhartia lepticaula","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Loefgrenianthus blanche-amesiae","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Lycaste bradeorum","5",0.102814515144083,0.06,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Macroclinium bicolor","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Malaxis espejoi","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Malaxis insperata","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Malaxis padilliana","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Malaxis pubescens","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Malaxis tamayoana","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia bangii","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia campyloglossa","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia pachyantha","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia striatella","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia thienii","5",0.102814515144083,0.039,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia tuerckheimii","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Masdevallia ventricularia","5",0.102814515144083,0.038,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria affinis","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria albiflora","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria arachnitiflora","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria calcarata","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria chionantha","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria compacta","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria concavilabia","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria divaricata","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria histrionica","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria lexarzana","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria longipetiolata","5",0.102814515144083,0.043,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria microphyton","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria minus","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria molitor","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria oakes-amesiana","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria pachyacron","5",0.102814515144083,0.061,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria parvilabia","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria patens","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria pleiantha","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria praestans","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria pseudoneglecta","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria pseudonubigena","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria sanderiana","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria semiscabra","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria silvana","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria striata","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria subulifolia","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Maxillaria witsenioides","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Mesadenella atroviridis","5",0.102814515144083,0.058,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Mesadenus tenuissimus","5",0.102814515144083,0.058,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus erythrodoides","5",0.102814515144083,0.042,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus maasii","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus malmei","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus mystacinus","5",0.102814515144083,0.04,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus ovatilabius","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus tuerckheimii","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Microchilus xystophylloides","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Miltonia candida","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Miltoniopsis warszewiczii","5",0.102814515144083,0.041,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Mormodes elegans","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Myoxanthus hirsuticaulis","5",0.102814515144083,0.039,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Nemaconia glomerata","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria bradei","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria fasciculata","5",0.102814515144083,0.058,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria filifolia","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria guentheriana","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria integrilabia","5",0.102814515144083,0.038,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria leptophylla","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria minor","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria nana","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria ochroleuca","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria parvula","5",0.102814515144083,0.042,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria pinicola","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria rhizomatosa","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria rotundiglossa","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Octomeria stellaris","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium abortivoides","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium ansiferum","5",0.102814515144083,0.059,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium anthocrene","5",0.102814515144083,0.049,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium bracteatum","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium bryolophotum","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium chrysomorphum","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium endocharis","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium hallii","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium hymenanthum","5",0.102814515144083,0.051,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium integrilabre","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium karwinskii","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium macrobulbon","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium oblongatum","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium obryzatoides","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium pentadactylon","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium reichenheimii","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium roseoides","5",0.102814515144083,0.034,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Oncidium warszewiczii","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Ornithocephalus polyodon","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Otoglossum weberbauerianum","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella bacillaris","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella carinifera","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella curti-bradei","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella miragliae","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella ribeironensis","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pabstiella tricolor","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Palmorchis dressleriana","5",0.102814515144083,0.042,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Palmorchis powellii","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Paphinia lindeniana","5",0.102814515144083,0.039,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pelexia cuculligera","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pelexia goninensis","5",0.102814515144083,0.041,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pendusalpinx berlineri","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pescatoria cerina","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pescatoria violacea","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Phragmipedium humboldtii","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Phragmipedium klotzschianum","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Phymatidium geiselii","5",0.102814515144083,0.055,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Phymatidium mellobarretoi","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Platystele gyroglossa","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Platystele stonyx","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis acestrophylla","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis alveolata","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis boliviana","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis callifera","5",0.102814515144083,0.044,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis calvariola","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis dryadum","5",0.102814515144083,0.058,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis eumecocaulon","5",0.102814515144083,0.057,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis glossopogon","5",0.102814515144083,0.043,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis hartwegii","5",0.102814515144083,0.053,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis karlii","5",0.102814515144083,0.054,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis luctuosa","5",0.102814515144083,0.048,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis macra","5",0.102814515144083,0.047,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis nuda","5",0.102814515144083,0.046,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis omoglossa","5",0.102814515144083,0.056,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis prolaticollaris","5",0.102814515144083,0.05,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis schweinfurthii","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis siphoglossa","5",0.102814515144083,0.045,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis suspensa","5",0.102814515144083,0.037,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallis titan","5",0.102814515144083,0.032,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
"Pleurothallopsis ujarensis","5",0.102814515144083,0.052,0.102814515144083,0,0,0,0,5,0,0,0,0,0,100,0,5,100
