"idrb","decimalLatitude","decimalLongitude","tax_sp_level","family","genus","specificEpithet","species","country","countryCode","verif_iso3","verif_coast","verif_distance","locality"
1069987,NA,NA,"Solanum chrysotrichum","Solanaceae","Solanum","chrysotrichum","Solanum chrysotrichum","Guinea","GIN","NO COORDINATES","NO COORDINATES",NA,"Guinea Republic (Guinee): Fouta Djalon: near Dalaba."
1069991,NA,NA,"Alternanthera tenella","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Flora of Tanganyika Sett. Amani."
1070157,NA,NA,"Canavalia africana","Fabaceae","Canavalia","africana","Canavalia africana","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Zambezia: Milabge, Serra do Chiperone, subida pelo chefe Marrega, vartente voltada a SE."
1070292,NA,NA,"Linum trigynum","Linaceae","Linum","trigynum","Linum trigynum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Mt. Uociacia, about 15 km W. of Addis Ababa."
1070293,NA,NA,"Linum trigynum","Linaceae","Linum","trigynum","Linum trigynum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"W. slope of Mt. Uociacia, about 15 km W. of Addis Ababa."
1070503,NA,NA,"Cyperus dubius","Cyperaceae","Cyperus","dubius","Cyperus dubius","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov., Rumphi Dist. Njakwa Gorge, 2 mi. E of Rumphi."
1070504,NA,NA,"Cyperus dubius","Cyperaceae","Cyperus","dubius","Cyperus dubius subsp. macrocephalus","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kurawa, 30 mi. S. of garsen, Tana River Distr."
1070575,NA,NA,"Spondias mombin","Anacardiaceae","Spondias","mombin","Spondias mombin","Mali","MLI","NO COORDINATES","NO COORDINATES",NA,"Africae Jassifde Kita: crassan."
1070640,NA,NA,"Parkinsonia aculeata","Fabaceae","Parkinsonia","aculeata","Parkinsonia aculeata","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Gaza; Limpopo, Mapapa na área onde vai ser construido novo regadio, solo acinzentado."
1070641,NA,NA,"Parkinsonia aculeata","Fabaceae","Parkinsonia","aculeata","Parkinsonia aculeata","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika, Africa, Lake Province, masawe Parish/Missungwi Chiefdom, Mwanza District."
1070642,NA,NA,"Parkinsonia aculeata","Fabaceae","Parkinsonia","aculeata","Parkinsonia aculeata","Chad","TCD","NO COORDINATES","NO COORDINATES",NA,"Republic Chad, Fort Lamy."
1070669,NA,NA,"Senna bicapsularis","Fabaceae","Senna","bicapsularis","Senna bicapsularis","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Murero road, N.E. of Nairobi."
1070725,NA,NA,"Rumex crispus","Polygonaceae","Rumex","crispus","Rumex crispus","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Ethiopië, prov. Beghemdir, Sankaber camp, Semien Mountains National Park."
1070733,NA,NA,"Senna bicapsularis","Fabaceae","Senna","bicapsularis","Senna bicapsularis","Zimbabwe","ZWE","NO COORDINATES","NO COORDINATES",NA,"Rhodesia. District Marandellas, ± 4 km east of Marandellas, near km peg 79.0 on Umtali road."
1070734,NA,NA,"Cassia fistula","Fabaceae","Cassia","fistula","Cassia fistula","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov., Chitipa Dist., 45 mi. down Nthalire road from Nyika, 26 mi. S of Chisenga."
1070735,NA,NA,"Senna bicapsularis","Fabaceae","Senna","bicapsularis","Senna bicapsularis","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Zambezia: Milange, andados 5,6 kma de Sabelua em direcqao a Matalola. Base da Serra do Chiperone (Fg)."
1070801,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"K3. Baringo District: On way from Nakuru to Lake Bogoria (= L. Hannington)."
1070802,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika, Africa. Lake Province. Bwasi, Majita, Musoma District."
1070803,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika, Africa. Lake Province. Mugango, Musoma District."
1070804,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov., Nkhata Bay Dist., 9 mi. S of Kabunduli junction."
1070805,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Nampula. Monapo.Nitia, U.P. de Montochero."
1070806,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Maputo: Matutuine, Estrada para Salamanga, andados ca. 10 kms, picada em direccao au Rio Maputo."
1070807,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov., Karonga Dist., 9 mi N of Chilumba."
1070808,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Tete: Cabora Bassa (futura albufeira) foz do rio Mecangadzi (cf)."
1070838,NA,NA,"Senna siamea","Fabaceae","Senna","siamea","Senna siamea","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,""
1070839,NA,NA,"Senna siamea","Fabaceae","Senna","siamea","Senna siamea","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,""
1070840,NA,NA,"Senna siamea","Fabaceae","Senna","siamea","Senna siamea","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,""
1070908,NA,NA,"Acacia farnesiana","Fabaceae","Acacia","farnesiana","Acacia farnesiana","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"Plantae Africae centralis. Sudan. Wad Medani, El Gezira, in irrigated area."
1070987,NA,NA,"Acacia dealbata","Fabaceae","Acacia","dealbata","Acacia dealbata","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya. Dist. Nyeri. Roadside, along secondary road between road to Mt. Kenya National Park and Hwy. A2, NW of Nyeri."
1071094,NA,NA,"Cinnamomum verum","Lauraceae","Cinnamomum","verum","Cinnamomum verum","Benin","BEN","NO COORDINATES","NO COORDINATES",NA,"Africa. Dahomey. Porto Novo."
1071112,NA,NA,"Cinnamomum camphora","Lauraceae","Cinnamomum","camphora","Cinnamomum camphora","Benin","BEN","NO COORDINATES","NO COORDINATES",NA,"Africa. Dahomey. Porto Novo."
1071114,NA,NA,"Cinnamomum verum","Lauraceae","Cinnamomum","verum","Cinnamomum verum","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Ivory Coast. Cultivates tree, c. 7 m high at I.D.E.R.T. research station Adiopodoumé, c. 17 km West of Abidjan."
1071115,NA,NA,"Cinnamomum verum","Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika, Africa. Tanga Province. Amani Hill Station, Muheza Township Area, Tanga District."
1071178,NA,NA,"Prosopis juliflora","Fabaceae","Prosopis","juliflora","Prosopis juliflora","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"in dry steppe near Khartoum."
1071179,NA,NA,"Prosopis juliflora","Fabaceae","Prosopis","juliflora","Prosopis juliflora","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"T3, Korogwe District."
1071180,NA,NA,"Pithecellobium dulce","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"Wad Medani, Gezira Scheme, in fallow fields in irrigated area."
1071339,NA,NA,"Polyscias guilfoylei","Araliaceae","Polyscias","guilfoylei","Polyscias guilfoylei","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Moçambique, a Lourenço Marques."
1071360,NA,NA,"Martynia annua","Martyniaceae","Martynia","annua","Martynia annua","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Flora Austro-Nigritina. S. Nigeria, Lagos (Ikoyi)."
1071568,NA,NA,"Cupressus lusitanica","Cupressaceae","Cupressus","lusitanica","Cupressus lusitanica var. benthamii","Burundi","BDI","NO COORDINATES","NO COORDINATES",NA,"Foret de Kibira. km 40 de la route Usambore-Astrida."
1071569,NA,NA,"Cupressus lusitanica","Cupressaceae","Cupressus","lusitanica","Cupressus lusitanica","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,""
1071570,NA,NA,"Cupressus arizonica","Cupressaceae","Cupressus","arizonica","Cupressus arizonica","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Northern Province. gembu, in valley."
1071635,NA,NA,"Datura metel","Solanaceae","Datura","metel","Datura metel","Togo","TGO","NO COORDINATES","NO COORDINATES",NA,"Env. de Lomé."
1071674,NA,NA,"Senna spectabilis","Fabaceae","Senna","spectabilis","Senna spectabilis","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Africa, Tanganyika. Murgwanza, Bugufi, Ngara. West Lake Province. In grass on hillside."
1071675,NA,NA,"Senna alata","Fabaceae","Senna","alata","Senna alata","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Moçambique, Nampula; Muecate; 25 km a norte de Muecate perto de Imala."
1071678,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Moçambique. Lourenco Marques: Mahiqa, de Palmeira para o cruzamento de Xinavane ao Km 14, no lado esquerde da estrada (Cp)."
1071947,NA,NA,"Hyptis atrorubens","Lamiaceae","Hyptis","atrorubens","Hyptis atrorubens","Sierra Leone","SLE","NO COORDINATES","NO COORDINATES",NA,"Mts_boma_ Camp ! Carnadi Denkali."
1071948,NA,NA,"Hyptis atrorubens","Lamiaceae","Hyptis","atrorubens","Hyptis atrorubens","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"c. 14 KM. N. of Tabou, near the ferry, crossing Hana River, along road to Tai."
1071981,NA,NA,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Ethiopia. Harar Region: Harar - Jijiga road, 9 km."
1071982,NA,NA,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya. K3, Naivasha District; hills behind Small Lake."
1071983,NA,NA,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya. Dist. Nyandarua. In Aberdare Mts.; Aberdare National Park, ca. 1 km W of Jerusalem Gate (west)."
1071984,NA,NA,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika. Murgwanza. Bugufi. Ngara. West Lake Province."
1072024,NA,NA,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus var. grandis","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya. District of Nyeri. Between Mt.Kenya and Highway A2 (ca 30 km west)."
1072030,NA,NA,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Statio Sansibar-Küste. Wami-a Kingani-Ufer."
1072323,NA,NA,"Bauhinia variegata","Fabaceae","Bauhinia","variegata","Bauhinia variegata","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Maputo. Cidado verde accures."
1072324,NA,NA,"Bauhinia variegata","Fabaceae","Bauhinia","variegata","Bauhinia variegata","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Maputo. Cidade de Maputo. Rua D. Jão III: árvore ornamental."
1072531,NA,NA,"Hura crepitans","Euphorbiaceae","Hura","crepitans","Hura crepitans","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"University of Dar-es-Salaam, near Faculty of Law."
1072581,NA,NA,"Medicago lupulina","Fabaceae","Medicago","lupulina","Medicago lupulina","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"along road to college of Agriculture in fields. Aethiopiae."
1072582,NA,NA,"Medicago lupulina","Fabaceae","Medicago","lupulina","Medicago lupulina","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Chilalo Agricultural Development Unit, Asela. (C.A.D.U.). Ethiopia."
1072611,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,"Flora Rwandienses. Rubona INEAC Ruanda."
1072635,NA,NA,"Cajanus cajan","Fabaceae","Cajanus","cajan","Cajanus cajan","Equatorial Guinea","GNQ","NO COORDINATES","NO COORDINATES",NA,"Guinea Ecuatorial: Palé-Arredores desta povoacao, Terrenos inculcados."
1072643,NA,NA,"Erythrina fusca","Fabaceae","Erythrina","fusca","Erythrina fusca","Equatorial Guinea","GNQ","NO COORDINATES","NO COORDINATES",NA,"Plantae Aequatoguineenses. Bioco: Malabo - Aeroporto, estrada km 4, 32NMK7214, plantaçoes de cacau."
1072646,NA,NA,"Aeschynomene americana","Fabaceae","Aeschynomene","americana","Aeschynomene americana","Equatorial Guinea","GNQ","NO COORDINATES","NO COORDINATES",NA,"Plantae Aequatoguineenses. Bioco: Musola - Luba, Granja Agricola Experimental km 3, 32NMJ5880, taludes da estrada."
1072658,NA,NA,"Senna spectabilis","Fabaceae","Senna","spectabilis","Senna spectabilis","Equatorial Guinea","GNQ","NO COORDINATES","NO COORDINATES",NA,"Plantae Aequatoguineenses. Bioco: Luba y Moca, cerca de Nusola, UTM: 32NMJ5980."
1072671,NA,NA,"Persea americana","Lauraceae","Persea","americana","Persea americana","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Nigeria. Western Province. Moor Plantation-Ibadan. CRIN 5l. FDAR coll.no. 36."
1072672,NA,NA,"Persea americana","Lauraceae","Persea","americana","Persea americana","Guinea-Bissau","GNB","NO COORDINATES","NO COORDINATES",NA,""
1072673,NA,NA,"Persea americana","Lauraceae","Persea","americana","Persea americana","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Flora of Tanganyika. Reridora W.Usambara Korogwe dist."
1072756,NA,NA,"Hura crepitans","Euphorbiaceae","Hura","crepitans","Hura crepitans","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western Province. Afodi-Ibadan."
1072871,NA,NA,"Hura crepitans","Euphorbiaceae","Hura","crepitans","Hura crepitans","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Surroundings of Toupa, 25 km west of Dabon."
1072873,NA,NA,"Hura crepitans","Euphorbiaceae","Hura","crepitans","Hura crepitans","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western State. Ondo Prov. Road from Akure to Ondo, 8 km W of AKure."
1072908,NA,NA,"Jatropha curcas","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","Burkina Faso","BFA","NO COORDINATES","NO COORDINATES",NA,"Territoire: Bubanza, Plains Rusizi km 14, Savane Palmeraie."
1072909,NA,NA,"Jatropha curcas","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"near Cosrou, left bank Banadama R., near the coast."
1072910,NA,NA,"Jatropha curcas","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Cote d'Ivoire, route pres de la foret de Singobro."
1072911,NA,NA,"Jatropha curcas","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western Province, Inisha."
1072984,NA,NA,"Clerodendrum chinense","Lamiaceae","Clerodendrum","chinense","Clerodendrum chinense","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Tete, distr. de Angonia, arredores de Ulongue."
1073120,NA,NA,"Juncus effusus","Juncaceae","Juncus","effusus","Juncus effusus subsp. laxus","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,"Rwandiensis, bas du volcan Sabyinyo préfecture Ruhengeri environs de Kingi."
1073315,NA,NA,"Hydrocotyle bonariensis","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Area: Afr. Occ. France. Cote de Ivore. Cordon littoral bij Grd Bassa! Vlak achter het strand."
1073344,NA,NA,"Hydrocotyle bonariensis","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Equatorial Guinea","GNQ","NO COORDINATES","NO COORDINATES",NA,"Rio Muni: Bata - Asonga, arenas de la playa."
1073597,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Liberia","LBR","NO COORDINATES","NO COORDINATES",NA,"Flora of Liberia. !"
1073617,NA,NA,"Duranta erecta","Verbenaceae","Duranta","erecta","Duranta erecta","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Plantae Aethiopiae Exsiccatae. Road from Jimma to Serbo, 14 km from Jimma."
1073618,NA,NA,"Duranta erecta","Verbenaceae","Duranta","erecta","Duranta erecta","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Nigeria, West. Province, Ibadan."
1073623,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Flora of Tanganyika. Lusahunga, Biharamulo west lake province."
1073624,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Uganda","UGA","NO COORDINATES","NO COORDINATES",NA,"Flora of Uganda. Kyadondo county. District: West Mengo U 4. Muyonyo, near shambas."
1073625,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya, K4, Nairobi District. nairobi, behind Fisheries Department, above Nairobi River."
1073626,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Tanganyika, Africa. Lake Province. Butimba Parish, Ilemera Chiefdom, Mwanza District."
1073627,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Nampula. Distrito de Monapo. Reserva florestal !"
1073628,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Nampula. Distrito de Monapo. Reserva florestal !"
1073629,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Cabo Delgado, Distrito de !"
1073630,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Somalia","SOM","NO COORDINATES","NO COORDINATES",NA,"Flora of somalia. Mogadisho: Weed in garden."
1073631,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Zimbabwe","ZWE","NO COORDINATES","NO COORDINATES",NA,"Flora of Northern Rhodesia. ! 8 miles south of !"
1073632,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov. Mzimba Dist 1 m E Mzuzu."
1073633,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Afrika. Adiopodoumé, bospaadje, (schiereiland, station R.S.T.O.N.)."
1073634,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Adiopodoumé, bospaadje (schiereiland station R.S.T.O.N.)."
1073635,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Ivory Coast. Near Adiopodoumé, 17 km W. of Abidjan."
1073636,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Guinea-Bissau","GNB","NO COORDINATES","NO COORDINATES",NA,"Guiné Portuguesa. Bolama, Entacha."
1073637,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Flora of Nigeria. Along the way to Ajaokuta."
1073638,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Nigeria, West Province, Ibadan."
1073640,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Flora of Nigeria. In the F.R.I.N. compound very close to the Pinus plot."
1073641,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara var. aculeata","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Mocambique, Lourenco Marques: Lourenco Marques."
1073642,NA,NA,"Acalypha wilkesiana","Euphorbiaceae","Acalypha","wilkesiana","Acalypha wilkesiana","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,""
1073645,NA,NA,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Kenya Colony, Merie a.d. voet van Mount Sempa."
1073675,NA,NA,"Acalypha wilkesiana","Euphorbiaceae","Acalypha","wilkesiana","Acalypha wilkesiana","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western State. Ibadan Prov. Univ of Ibadan Campus, Independence Hall, Flat 2, about 5 miles N of Ibadan."
1073694,NA,NA,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Cameroon","CMR","NO COORDINATES","NO COORDINATES",NA,"Bordure du Kom, 25km E du confluent Ntem-Kom."
1073695,NA,NA,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Cameroon","CMR","NO COORDINATES","NO COORDINATES",NA,"près Ngomebae; 70km ESE d'Ebolowa sur route de Mvangan."
1074037,NA,NA,"Themeda triandra","Poaceae","Themeda","triandra","Themeda triandra","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"N.-. Malema."
1074057,NA,NA,"Lens ervoides","Fabaceae","Lens","ervoides","Lens ervoides","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Prov. Beghemdir, langs de weg tussen Chenek en Amba Ras, Semien Mountains National Park."
1074162,NA,NA,"Trapa natans","Lythraceae","Trapa","natans","Trapa natans var. bispinosa","Botswana","BWA","NO COORDINATES","NO COORDINATES",NA,"District: Northern. Thamalakane river, c. 1 km above its confluence with the Boro river."
1074185,NA,NA,"Turnera subulata","Passifloraceae","Turnera","subulata","Turnera subulata","Angola","AGO","NO COORDINATES","NO COORDINATES",NA,"Moçâmedes: Dois Irmars, Prov. de speadeiro do CF."
1074204,NA,NA,"Themeda triandra","Poaceae","Themeda","triandra","Themeda triandra","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"T7, Mbeya toen."
1074271,NA,NA,"Trifolium repens","Fabaceae","Trifolium","repens","Trifolium repens","Zimbabwe","ZWE","NO COORDINATES","NO COORDINATES",NA,"Rhodesia. District Salisburry. Salisburry, Research station grounds."
1074346,NA,NA,"Cajanus cajan","Fabaceae","Cajanus","cajan","Cajanus cajan","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Gaza: Chipenhe (pvoação comercial), arredores."
1074507,NA,NA,"Cuphea micropetala","Lythraceae","Cuphea","micropetala","Cuphea micropetala","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"K4, North Nyeri District: Where the D449 road to Mweiga crosses the river Amboni (Honi)."
1074508,NA,NA,"Lagerstroemia indica","Lythraceae","Lagerstroemia","indica","Lagerstroemia indica","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Maputo: recinto do Inia."
1074517,NA,NA,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western Province, Gambari, ± 20 miles S.E. of Ibadan."
1074518,NA,NA,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"Western Province, Moor Plantation-Ibadan."
1074519,NA,NA,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"on peninsula in the Blue Nile River near Khartoum."
1074520,NA,NA,"Abelmoschus moschatus","Malvaceae","Abelmoschus","moschatus","Abelmoschus moschatus","Liberia","LBR","NO COORDINATES","NO COORDINATES",NA,"c. 5 miles east of Monrovia, on roadside."
1074572,NA,NA,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"Zaire, Ruindi."
1074647,NA,NA,"Pinus patula","Pinaceae","Pinus","patula","Pinus patula","Zimbabwe","ZWE","NO COORDINATES","NO COORDINATES",NA,"Flora of Rhodesia, District Inyanga, Inyanga National Park, area Nyanziwa falls."
1074648,NA,NA,"Pinus patula","Pinaceae","Pinus","patula","Pinus patula","Zimbabwe","ZWE","NO COORDINATES","NO COORDINATES",NA,"Flora of Rhodesia, District Makoni, Mkooi Gorge farm Map Square: 1832 A 4, Apparently originating from plantation at head of valley., Stoping rocky terrain."
1074667,NA,NA,"Mammea americana","Calophyllaceae","Mammea","americana","Mammea americana","Benin","BEN","NO COORDINATES","NO COORDINATES",NA,"Africa, Western Province; Porto Novo."
1074674,NA,NA,"Pithecellobium dulce","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce","Benin","BEN","NO COORDINATES","NO COORDINATES",NA,"Africa. Dahomey Porto Novo."
1074675,NA,NA,"Pithecellobium dulce","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce","Benin","BEN","NO COORDINATES","NO COORDINATES",NA,"Africa. Dahomey. Porto Novo."
1074678,NA,NA,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Mozambique","MOZ","NO COORDINATES","NO COORDINATES",NA,"Sofala, P.N. Gorongasa, P.S. Floresta de Nhabinda."
1074682,NA,NA,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Somalia","SOM","NO COORDINATES","NO COORDINATES",NA,"Matagassile. Riva sinistra del Giuba. A 73 Km N di Bardera e a 5 km a S delle rapide di Matagassile. Nei pressi del nostro campo. Staz. 22."
1074683,NA,NA,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"near Kawe, D'Salaam."
1074684,NA,NA,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"K7, Kwale District. Shumba Lodhe in Shimba Hills."
